id;question;q1;r1;q2;r2;q3;r3;q4;r4
7285;Em 2020 um paciente pagou 330,00 por dia em um quarto de hospital semiprivativo e 2800,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;1320,00;FALSE;1330,00;FALSE;3800,00;FALSE;3790,00;TRUE
7286;Em 2020 um paciente pagou 210,00 por dia em um quarto de hospital semiprivativo e 2680,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;3100,00;TRUE;630,00;FALSE;640,00;FALSE;3110,00;FALSE
7287;Em 2020 um paciente pagou 220,00 por dia em um quarto de hospital semiprivativo e 3000,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;3880,00;TRUE;1100,00;FALSE;1110,00;FALSE;3890,00;FALSE
7288;Em 2020 um paciente pagou 400,00 por dia em um quarto de hospital semiprivativo e 1790,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;3390,00;TRUE;2010,00;FALSE;3400,00;FALSE;2000,00;FALSE
7289;Em 2020 um paciente pagou 320,00 por dia em um quarto de hospital semiprivativo e 2050,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;4290,00;TRUE;2560,00;FALSE;2570,00;FALSE;4300,00;FALSE
7290;Em 2020 um paciente pagou 370,00 por dia em um quarto de hospital semiprivativo e 2000,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;2960,00;FALSE;4590,00;TRUE;2970,00;FALSE;4600,00;FALSE
7291;Em 2020 um paciente pagou 210,00 por dia em um quarto de hospital semiprivativo e 2310,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;3370,00;FALSE;1270,00;FALSE;1260,00;FALSE;3360,00;TRUE
7292;Em 2020 um paciente pagou 200,00 por dia em um quarto de hospital semiprivativo e 1870,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;600,00;FALSE;2270,00;TRUE;2280,00;FALSE;610,00;FALSE
7293;Em 2020 um paciente pagou 220,00 por dia em um quarto de hospital semiprivativo e 1630,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;2080,00;FALSE;660,00;FALSE;670,00;FALSE;2070,00;TRUE
7294;Em 2020 um paciente pagou 320,00 por dia em um quarto de hospital semiprivativo e 2930,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;4530,00;TRUE;1930,00;FALSE;4540,00;FALSE;1920,00;FALSE
7295;Em 2020 um paciente pagou 250,00 por dia em um quarto de hospital semiprivativo e 1580,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;2590,00;FALSE;1250,00;FALSE;2580,00;TRUE;1260,00;FALSE
7296;Em 2020 um paciente pagou 230,00 por dia em um quarto de hospital semiprivativo e 1920,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;700,00;FALSE;690,00;FALSE;2380,00;TRUE;2390,00;FALSE
7297;Em 2020 um paciente pagou 200,00 por dia em um quarto de hospital semiprivativo e 2510,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;800,00;FALSE;3110,00;TRUE;810,00;FALSE;3120,00;FALSE
7298;Em 2020 um paciente pagou 260,00 por dia em um quarto de hospital semiprivativo e 2960,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;1300,00;FALSE;4000,00;TRUE;1310,00;FALSE;4010,00;FALSE
7299;Em 2020 um paciente pagou 290,00 por dia em um quarto de hospital semiprivativo e 2290,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;2870,00;TRUE;2880,00;FALSE;870,00;FALSE;880,00;FALSE
7300;Em 2020 um paciente pagou 270,00 por dia em um quarto de hospital semiprivativo e 2940,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;4570,00;FALSE;1890,00;FALSE;4560,00;TRUE;1900,00;FALSE
7301;Em 2020 um paciente pagou 360,00 por dia em um quarto de hospital semiprivativo e 1550,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;1800,00;FALSE;3000,00;FALSE;2990,00;TRUE;1810,00;FALSE
7302;Em 2020 um paciente pagou 390,00 por dia em um quarto de hospital semiprivativo e 1890,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;3450,00;TRUE;3460,00;FALSE;1950,00;FALSE;1960,00;FALSE
7303;Em 2020 um paciente pagou 340,00 por dia em um quarto de hospital semiprivativo e 2710,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;3730,00;TRUE;3740,00;FALSE;1360,00;FALSE;1370,00;FALSE
7304;Em 2020 um paciente pagou 370,00 por dia em um quarto de hospital semiprivativo e 1700,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;4290,00;TRUE;2970,00;FALSE;2960,00;FALSE;4300,00;FALSE
7305;Em 2020 um paciente pagou 230,00 por dia em um quarto de hospital semiprivativo e 2250,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;1380,00;FALSE;3410,00;FALSE;1390,00;FALSE;3400,00;TRUE
7306;Em 2020 um paciente pagou 200,00 por dia em um quarto de hospital semiprivativo e 2230,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;1010,00;FALSE;3030,00;TRUE;3040,00;FALSE;1000,00;FALSE
7307;Em 2020 um paciente pagou 340,00 por dia em um quarto de hospital semiprivativo e 2280,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;4660,00;TRUE;2730,00;FALSE;4670,00;FALSE;2720,00;FALSE
7308;Em 2020 um paciente pagou 380,00 por dia em um quarto de hospital semiprivativo e 2650,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;5320,00;FALSE;3050,00;FALSE;5310,00;TRUE;3040,00;FALSE
7309;Em 2020 um paciente pagou 230,00 por dia em um quarto de hospital semiprivativo e 1900,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;690,00;FALSE;2360,00;TRUE;700,00;FALSE;2370,00;FALSE
7310;Em 2020 um paciente pagou 380,00 por dia em um quarto de hospital semiprivativo e 2740,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;5400,00;TRUE;3050,00;FALSE;5410,00;FALSE;3040,00;FALSE
7311;Em 2020 um paciente pagou 300,00 por dia em um quarto de hospital semiprivativo e 2600,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;4700,00;TRUE;4710,00;FALSE;2410,00;FALSE;2400,00;FALSE
7312;Em 2020 um paciente pagou 260,00 por dia em um quarto de hospital semiprivativo e 2240,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;1040,00;FALSE;1050,00;FALSE;3030,00;FALSE;3020,00;TRUE
7313;Em 2020 um paciente pagou 310,00 por dia em um quarto de hospital semiprivativo e 2580,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;940,00;FALSE;930,00;FALSE;3210,00;FALSE;3200,00;TRUE
7314;Em 2020 um paciente pagou 320,00 por dia em um quarto de hospital semiprivativo e 1670,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;1600,00;FALSE;2960,00;FALSE;1610,00;FALSE;2950,00;TRUE
7315;Em 2020 um paciente pagou 340,00 por dia em um quarto de hospital semiprivativo e 2130,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;3500,00;FALSE;1700,00;FALSE;3490,00;TRUE;1710,00;FALSE
7316;Em 2020 um paciente pagou 370,00 por dia em um quarto de hospital semiprivativo e 1820,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;1120,00;FALSE;2570,00;FALSE;1110,00;FALSE;2560,00;TRUE
7317;Em 2020 um paciente pagou 320,00 por dia em um quarto de hospital semiprivativo e 2700,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;2570,00;FALSE;4950,00;FALSE;4940,00;TRUE;2560,00;FALSE
7318;Em 2020 um paciente pagou 200,00 por dia em um quarto de hospital semiprivativo e 2480,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;1210,00;FALSE;3480,00;TRUE;3490,00;FALSE;1200,00;FALSE
7319;Em 2020 um paciente pagou 370,00 por dia em um quarto de hospital semiprivativo e 1850,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;4440,00;TRUE;2970,00;FALSE;2960,00;FALSE;4450,00;FALSE
7320;Em 2020 um paciente pagou 290,00 por dia em um quarto de hospital semiprivativo e 2770,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;1740,00;FALSE;4220,00;TRUE;1750,00;FALSE;4230,00;FALSE
7321;Em 2020 um paciente pagou 330,00 por dia em um quarto de hospital semiprivativo e 1830,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;990,00;FALSE;1000,00;FALSE;2500,00;FALSE;2490,00;TRUE
7322;Em 2020 um paciente pagou 400,00 por dia em um quarto de hospital semiprivativo e 2440,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;5240,00;TRUE;3210,00;FALSE;3200,00;FALSE;5250,00;FALSE
7323;Em 2020 um paciente pagou 220,00 por dia em um quarto de hospital semiprivativo e 1770,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;890,00;FALSE;2430,00;TRUE;2440,00;FALSE;880,00;FALSE
7324;Em 2020 um paciente pagou 400,00 por dia em um quarto de hospital semiprivativo e 1790,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;2800,00;FALSE;4200,00;FALSE;4190,00;TRUE;2810,00;FALSE
7325;Em 2020 um paciente pagou 380,00 por dia em um quarto de hospital semiprivativo e 1790,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;1530,00;FALSE;2930,00;TRUE;1520,00;FALSE;2940,00;FALSE
7326;Em 2020 um paciente pagou 230,00 por dia em um quarto de hospital semiprivativo e 2540,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;1390,00;FALSE;1380,00;FALSE;3700,00;FALSE;3690,00;TRUE
7327;Em 2020 um paciente pagou 220,00 por dia em um quarto de hospital semiprivativo e 2260,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;1330,00;FALSE;3360,00;TRUE;1320,00;FALSE;3370,00;FALSE
7328;Em 2020 um paciente pagou 240,00 por dia em um quarto de hospital semiprivativo e 2280,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;3490,00;FALSE;1450,00;FALSE;3480,00;TRUE;1440,00;FALSE
7329;Em 2020 um paciente pagou 390,00 por dia em um quarto de hospital semiprivativo e 1740,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;3300,00;TRUE;1950,00;FALSE;1960,00;FALSE;3310,00;FALSE
7330;Em 2020 um paciente pagou 200,00 por dia em um quarto de hospital semiprivativo e 1990,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;2990,00;TRUE;1200,00;FALSE;1210,00;FALSE;3000,00;FALSE
7331;Em 2020 um paciente pagou 290,00 por dia em um quarto de hospital semiprivativo e 2030,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;4070,00;FALSE;4060,00;TRUE;2330,00;FALSE;2320,00;FALSE
7332;Em 2020 um paciente pagou 210,00 por dia em um quarto de hospital semiprivativo e 1500,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;1060,00;FALSE;2340,00;TRUE;2350,00;FALSE;1050,00;FALSE
7333;Em 2020 um paciente pagou 340,00 por dia em um quarto de hospital semiprivativo e 2540,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;3910,00;FALSE;3900,00;TRUE;1710,00;FALSE;1700,00;FALSE
7334;Em 2020 um paciente pagou 310,00 por dia em um quarto de hospital semiprivativo e 1960,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;2480,00;FALSE;2490,00;FALSE;4130,00;TRUE;4140,00;FALSE
7335;Em 2020 um paciente pagou 290,00 por dia em um quarto de hospital semiprivativo e 1770,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;2320,00;FALSE;3810,00;FALSE;3800,00;TRUE;2330,00;FALSE
7336;Em 2020 um paciente pagou 210,00 por dia em um quarto de hospital semiprivativo e 1980,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;1680,00;FALSE;3450,00;TRUE;3460,00;FALSE;1690,00;FALSE
7337;Em 2020 um paciente pagou 370,00 por dia em um quarto de hospital semiprivativo e 2450,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;2960,00;FALSE;5050,00;FALSE;5040,00;TRUE;2970,00;FALSE
7338;Em 2020 um paciente pagou 390,00 por dia em um quarto de hospital semiprivativo e 1690,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;4430,00;FALSE;3120,00;FALSE;3130,00;FALSE;4420,00;TRUE
7339;Em 2020 um paciente pagou 300,00 por dia em um quarto de hospital semiprivativo e 1760,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;2100,00;FALSE;2110,00;FALSE;3570,00;FALSE;3560,00;TRUE
7340;Em 2020 um paciente pagou 250,00 por dia em um quarto de hospital semiprivativo e 2670,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;1510,00;FALSE;1500,00;FALSE;3920,00;TRUE;3930,00;FALSE
7341;Em 2020 um paciente pagou 290,00 por dia em um quarto de hospital semiprivativo e 2540,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;880,00;FALSE;3120,00;TRUE;3130,00;FALSE;870,00;FALSE
7342;Em 2020 um paciente pagou 210,00 por dia em um quarto de hospital semiprivativo e 2940,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;850,00;FALSE;840,00;FALSE;3570,00;TRUE;3580,00;FALSE
7343;Em 2020 um paciente pagou 330,00 por dia em um quarto de hospital semiprivativo e 2740,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;2310,00;FALSE;4720,00;TRUE;2320,00;FALSE;4730,00;FALSE
7344;Em 2020 um paciente pagou 240,00 por dia em um quarto de hospital semiprivativo e 1550,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;1920,00;FALSE;3230,00;TRUE;3240,00;FALSE;1930,00;FALSE
7345;Em 2020 um paciente pagou 390,00 por dia em um quarto de hospital semiprivativo e 2060,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;4400,00;TRUE;2740,00;FALSE;4410,00;FALSE;2730,00;FALSE
7346;Em 2020 um paciente pagou 340,00 por dia em um quarto de hospital semiprivativo e 1990,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;4040,00;FALSE;4030,00;TRUE;2380,00;FALSE;2390,00;FALSE
7347;Em 2020 um paciente pagou 250,00 por dia em um quarto de hospital semiprivativo e 2580,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;4340,00;FALSE;2000,00;FALSE;4330,00;TRUE;2010,00;FALSE
7348;Em 2020 um paciente pagou 290,00 por dia em um quarto de hospital semiprivativo e 2950,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;1460,00;FALSE;4110,00;TRUE;1450,00;FALSE;4120,00;FALSE
7349;Em 2020 um paciente pagou 240,00 por dia em um quarto de hospital semiprivativo e 2210,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;3900,00;FALSE;3890,00;TRUE;1920,00;FALSE;1930,00;FALSE
7350;Em 2020 um paciente pagou 380,00 por dia em um quarto de hospital semiprivativo e 2090,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;2850,00;TRUE;2860,00;FALSE;1150,00;FALSE;1140,00;FALSE
7351;Em 2020 um paciente pagou 300,00 por dia em um quarto de hospital semiprivativo e 1810,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;3320,00;FALSE;1810,00;FALSE;1800,00;FALSE;3310,00;TRUE
7352;Em 2020 um paciente pagou 280,00 por dia em um quarto de hospital semiprivativo e 1750,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;1410,00;FALSE;2880,00;FALSE;2870,00;TRUE;1400,00;FALSE
7353;Em 2020 um paciente pagou 300,00 por dia em um quarto de hospital semiprivativo e 2710,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;4810,00;TRUE;2410,00;FALSE;2400,00;FALSE;4820,00;FALSE
7354;Em 2020 um paciente pagou 360,00 por dia em um quarto de hospital semiprivativo e 2140,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;2880,00;FALSE;4670,00;FALSE;4660,00;TRUE;2890,00;FALSE
7355;Em 2020 um paciente pagou 310,00 por dia em um quarto de hospital semiprivativo e 2460,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;2180,00;FALSE;4330,00;FALSE;4320,00;TRUE;2170,00;FALSE
7356;Em 2020 um paciente pagou 230,00 por dia em um quarto de hospital semiprivativo e 1760,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;3380,00;FALSE;1850,00;FALSE;3370,00;TRUE;1840,00;FALSE
7357;Em 2020 um paciente pagou 310,00 por dia em um quarto de hospital semiprivativo e 1800,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;2430,00;FALSE;2420,00;TRUE;940,00;FALSE;930,00;FALSE
7358;Em 2020 um paciente pagou 300,00 por dia em um quarto de hospital semiprivativo e 2800,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;1500,00;FALSE;4000,00;TRUE;4010,00;FALSE;1510,00;FALSE
7359;Em 2020 um paciente pagou 350,00 por dia em um quarto de hospital semiprivativo e 2080,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;4180,00;TRUE;2460,00;FALSE;2450,00;FALSE;4190,00;FALSE
7360;Em 2020 um paciente pagou 380,00 por dia em um quarto de hospital semiprivativo e 1980,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;2670,00;FALSE;2660,00;FALSE;4270,00;FALSE;4260,00;TRUE
7361;Em 2020 um paciente pagou 250,00 por dia em um quarto de hospital semiprivativo e 2810,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;1510,00;FALSE;4060,00;TRUE;1500,00;FALSE;4070,00;FALSE
7362;Em 2020 um paciente pagou 340,00 por dia em um quarto de hospital semiprivativo e 2130,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;2380,00;FALSE;2390,00;FALSE;4170,00;TRUE;4180,00;FALSE
7363;Em 2020 um paciente pagou 400,00 por dia em um quarto de hospital semiprivativo e 1560,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;1610,00;FALSE;2760,00;TRUE;2770,00;FALSE;1600,00;FALSE
7364;Em 2020 um paciente pagou 280,00 por dia em um quarto de hospital semiprivativo e 2200,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;1970,00;FALSE;1960,00;FALSE;3880,00;TRUE;3890,00;FALSE
7365;Em 2020 um paciente pagou 390,00 por dia em um quarto de hospital semiprivativo e 2600,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;5330,00;TRUE;3130,00;FALSE;5340,00;FALSE;3120,00;FALSE
7366;Em 2020 um paciente pagou 400,00 por dia em um quarto de hospital semiprivativo e 2460,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;3260,00;TRUE;3270,00;FALSE;1210,00;FALSE;1200,00;FALSE
7367;Em 2020 um paciente pagou 290,00 por dia em um quarto de hospital semiprivativo e 2510,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;2030,00;FALSE;4260,00;FALSE;4250,00;TRUE;2040,00;FALSE
7368;Em 2020 um paciente pagou 250,00 por dia em um quarto de hospital semiprivativo e 2960,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;3460,00;TRUE;760,00;FALSE;750,00;FALSE;3470,00;FALSE
7369;Em 2020 um paciente pagou 240,00 por dia em um quarto de hospital semiprivativo e 2480,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;970,00;FALSE;960,00;FALSE;3200,00;TRUE;3210,00;FALSE
7370;Em 2020 um paciente pagou 400,00 por dia em um quarto de hospital semiprivativo e 2760,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;2000,00;FALSE;4370,00;FALSE;2010,00;FALSE;4360,00;TRUE
7371;Em 2020 um paciente pagou 210,00 por dia em um quarto de hospital semiprivativo e 1740,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;2160,00;TRUE;640,00;FALSE;630,00;FALSE;2170,00;FALSE
7372;Em 2020 um paciente pagou 270,00 por dia em um quarto de hospital semiprivativo e 2910,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;3460,00;FALSE;820,00;FALSE;3450,00;TRUE;810,00;FALSE
7373;Em 2020 um paciente pagou 370,00 por dia em um quarto de hospital semiprivativo e 1800,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;1120,00;FALSE;1110,00;FALSE;2540,00;TRUE;2550,00;FALSE
7374;Em 2020 um paciente pagou 250,00 por dia em um quarto de hospital semiprivativo e 2120,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;1000,00;FALSE;2870,00;TRUE;1010,00;FALSE;2880,00;FALSE
7375;Em 2020 um paciente pagou 220,00 por dia em um quarto de hospital semiprivativo e 3000,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;4320,00;TRUE;1550,00;FALSE;4330,00;FALSE;1540,00;FALSE
7376;Em 2020 um paciente pagou 200,00 por dia em um quarto de hospital semiprivativo e 1950,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;3150,00;TRUE;3160,00;FALSE;1400,00;FALSE;1410,00;FALSE
7377;Em 2020 um paciente pagou 360,00 por dia em um quarto de hospital semiprivativo e 2130,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;2160,00;FALSE;2170,00;FALSE;3930,00;TRUE;3940,00;FALSE
7378;Em 2020 um paciente pagou 200,00 por dia em um quarto de hospital semiprivativo e 2010,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;810,00;FALSE;2620,00;FALSE;2610,00;TRUE;800,00;FALSE
7379;Em 2020 um paciente pagou 260,00 por dia em um quarto de hospital semiprivativo e 2070,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;3120,00;FALSE;1300,00;FALSE;1310,00;FALSE;3110,00;TRUE
7380;Em 2020 um paciente pagou 320,00 por dia em um quarto de hospital semiprivativo e 2020,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;3300,00;TRUE;3310,00;FALSE;1600,00;FALSE;1610,00;FALSE
7381;Em 2020 um paciente pagou 400,00 por dia em um quarto de hospital semiprivativo e 2170,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;4170,00;TRUE;2410,00;FALSE;2400,00;FALSE;4180,00;FALSE
7382;Em 2020 um paciente pagou 380,00 por dia em um quarto de hospital semiprivativo e 2110,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;2870,00;TRUE;2880,00;FALSE;1140,00;FALSE;1150,00;FALSE
7383;Em 2020 um paciente pagou 300,00 por dia em um quarto de hospital semiprivativo e 1850,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;1200,00;FALSE;1210,00;FALSE;2760,00;FALSE;2750,00;TRUE
7384;Em 2020 um paciente pagou 340,00 por dia em um quarto de hospital semiprivativo e 2560,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;3240,00;TRUE;3250,00;FALSE;1030,00;FALSE;1020,00;FALSE
7385;Em 2020 um paciente pagou 360,00 por dia em um quarto de hospital semiprivativo e 1910,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;3000,00;FALSE;2990,00;TRUE;1440,00;FALSE;1450,00;FALSE
7386;Em 2020 um paciente pagou 330,00 por dia em um quarto de hospital semiprivativo e 2690,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;4010,00;TRUE;1650,00;FALSE;1660,00;FALSE;4020,00;FALSE
7387;Em 2020 um paciente pagou 370,00 por dia em um quarto de hospital semiprivativo e 2890,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;4000,00;TRUE;4010,00;FALSE;1480,00;FALSE;1490,00;FALSE
7388;Em 2020 um paciente pagou 260,00 por dia em um quarto de hospital semiprivativo e 2190,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;3500,00;FALSE;3490,00;TRUE;1560,00;FALSE;1570,00;FALSE
7389;Em 2020 um paciente pagou 200,00 por dia em um quarto de hospital semiprivativo e 2480,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;1010,00;FALSE;1000,00;FALSE;3280,00;TRUE;3290,00;FALSE
7390;Em 2020 um paciente pagou 300,00 por dia em um quarto de hospital semiprivativo e 1970,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;1800,00;FALSE;3470,00;TRUE;3480,00;FALSE;1810,00;FALSE
7391;Em 2020 um paciente pagou 250,00 por dia em um quarto de hospital semiprivativo e 2020,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 7 dias:;2010,00;FALSE;2000,00;FALSE;3780,00;FALSE;3770,00;TRUE
7392;Em 2020 um paciente pagou 380,00 por dia em um quarto de hospital semiprivativo e 2800,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 3 dias:;1530,00;FALSE;3950,00;FALSE;1520,00;FALSE;3940,00;TRUE
7393;Em 2020 um paciente pagou 260,00 por dia em um quarto de hospital semiprivativo e 1990,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 5 dias:;3300,00;FALSE;1570,00;FALSE;1560,00;FALSE;3290,00;TRUE
7394;Em 2020 um paciente pagou 320,00 por dia em um quarto de hospital semiprivativo e 2480,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;2240,00;FALSE;4410,00;FALSE;2250,00;FALSE;4400,00;TRUE
7395;Em 2020 um paciente pagou 220,00 por dia em um quarto de hospital semiprivativo e 1680,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;1540,00;FALSE;1550,00;FALSE;3010,00;FALSE;3000,00;TRUE
7396;Em 2020 um paciente pagou 230,00 por dia em um quarto de hospital semiprivativo e 1680,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 2 dias:;690,00;FALSE;2150,00;FALSE;700,00;FALSE;2140,00;TRUE
7397;Em 2020 um paciente pagou 400,00 por dia em um quarto de hospital semiprivativo e 2160,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;2010,00;FALSE;3770,00;FALSE;2000,00;FALSE;3760,00;TRUE
7398;Em 2020 um paciente pagou 380,00 por dia em um quarto de hospital semiprivativo e 2370,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;1900,00;FALSE;1910,00;FALSE;3890,00;TRUE;3900,00;FALSE
7399;Em 2020 um paciente pagou 250,00 por dia em um quarto de hospital semiprivativo e 2130,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 4 dias:;3140,00;FALSE;1260,00;FALSE;1250,00;FALSE;3130,00;TRUE
7400;Em 2020 um paciente pagou 240,00 por dia em um quarto de hospital semiprivativo e 2480,00 por uma operação de apêndice. Qual o valor pago se o paciente ficou 6 dias:;3920,00;TRUE;3930,00;FALSE;1680,00;FALSE;1690,00;FALSE
